公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,python开发工程师,1-3年,大专,15k-30k,"年底双薪,午餐补助,休闲餐点,弹性工作"
虎特信息科技（上海）有限公司,虎特信息北京办事处,15-50人,天使轮,海淀区,Python架构师/高级研发工程师,3-5年,本科,22k-32k,七险一金 扁平管理 发展空间大
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python开发工程师,3-5年,本科,20k-30k,"五险一金,全勤奖,餐补,年终奖金"
北京市鑫海威信息中心,鑫海威,15-50人,不需要融资,石景山区,python开发工程师,1-3年,硕士,15k-16k,平台高 前景好
北京火币天下网络技术有限公司,火币网,150-500人,A轮,海淀区,量化数据分析（Python）,3-5年,本科,15k-20k,平台佳
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,高级python开发工程师,3-5年,本科,30k-60k,"短视频,大牛云集,工程师文化,一年15薪"
北京铂金智慧网络科技有限公司,铂金智慧,150-500人,B轮,海淀区,Python开发工程师,1-3年,本科,10k-20k,"五险一金,弹性工作,福利补贴,国际化产品"
北京朗势科技有限公司,tataUFO,50-150人,B轮,海淀区,高级Python工程师,3-5年,本科,25k-35k,"8天年假,五险一金,扁平化管理,年终奖"
互影科技（北京）有限公司,互影科技,15-50人,不需要融资,朝阳区,Python开发工程师,5-10年,本科,15k-20k,"顶尖风投,快速爆发期,成长氛围好,年底双薪"
创新奇智（北京）科技有限公司,创新奇智,150-500人,天使轮,海淀区,高级Python开发工程师,3-5年,本科,22k-32k,弹性工作不打卡-私人时间不加班-有钱任性
北京云灵网络科技有限公司,爱必投™云灵智链,15-50人,天使轮,东城区,Python开发工程师,3-5年,本科,10k-20k,"发展空间大,期权激励,最新前沿学习型团队"
南京绛门信息科技股份有限公司,绛门科技,500-2000人,未融资,朝阳区,Python,3-5年,大专,12k-22k,"五险一金,带薪年假,定期体检,员工旅游"
北京趣活科技有限公司,趣活美食送,2000人以上,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,10k-20k,iMac/无限零食水果/跟大牛共事/创业氛围
游尔（北京）机器人科技有限公司,游尔机器人,15-50人,天使轮,海淀区,python开发工程师,1-3年,本科,10k-20k,"大牛多,待遇好,前景好,氛围好"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,Python后端开发工程师,1-3年,本科,15k-30k,"弹性时间,技术大牛,公司旅游,福利齐全"
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,朝阳区,高级Python开发工程师,3-5年,本科,15k-30k,"住房补贴,待遇优厚,福利多,专属班车"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Python平台开发工程师,不限,本科,22k-35k,"三餐,健身房,mac"
福州必全网络科技有限公司,必全网络,15-50人,天使轮,朝阳区,python程序员,1年以下,本科,6k-10k,五险一金；包住宿
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python开发实习生,1年以下,不限,6k-9k,定期培训/定期团建/零食晚餐/牛人mentor
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,python实习生,不限,硕士,6k-8k,班车，饭补，带薪年假
北京福易得信息技术有限公司,福易得,150-500人,未融资,朝阳区,高级python开发工程师,3-5年,本科,30k-60k,全额五险一金、节日礼品、年假等福利
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python助理讲师,1-3年,本科,7k-10k,"五险一金,年底奖金"
福州必全网络科技有限公司,必全网络,15-50人,天使轮,朝阳区,python程序员,3-5年,本科,10k-20k,五险一金
零氪信息技术（北京）有限公司,LinkDoc,500-2000人,D轮及以上,海淀区,高级python后端研发工程师,不限,本科,26k-52k,"15薪,六险一金,午晚餐补助,弹性不打卡"
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,Python/web开发工程师,3-5年,本科,10k-20k,"发展空间,福利优厚,带薪年假,弹性工作时"
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Java/Python,应届毕业生,大专,8k-16k,"弹性工作,领导好,奖金高,蓝海市场"
乐飞天下信息技术(北京)有限公司,乐飞天下,50-150人,未融资,朝阳区,python高级研发工程师,5-10年,大专,20k-35k,"绩效奖金,员工旅游,带薪年假,股票期权"
北京世相科技文化有限公司,新世相,150-500人,B轮,朝阳区,大数据开发工程师【Python】,3-5年,本科,15k-25k,"大咖多,氛围好"
北京诺信创联科技有限公司,诺信创联,15-50人,A轮,朝阳区,python后端工程师,3-5年,本科,15k-25k,"年底双薪,绩效奖金,领导好,氛围好"
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,Python讲师 (MJ004002),3-5年,本科,15k-30k,"平台大,技术领先,发展空间大"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python研发工程师（抓取平台开发方向）,3-5年,本科,20k-40k,六险一金、上升空间、弹性工作、优秀团队
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,python讲师,3-5年,大专,15k-30k,行业翘楚、团队优秀、待遇open
颐邦（北京）医院管理有限公司,颐邦科技,少于15人,天使轮,海淀区,python研发实习生,应届毕业生,本科,4k-8k,全清华团队，薪酬高，福利好
北京百乘传媒技术有限公司,百乘传媒,15-50人,A轮,朝阳区,高级Python工程师,5-10年,本科,18k-30k,工程师
北京猫起来科技有限公司,猫起来科技,少于15人,天使轮,朝阳区,Python高级工程师,3-5年,本科,10k-15k,全程参与打造一家有趣务实不失理想的公司。
北京大数据研究院,北京大数据研究院,500-2000人,不需要融资,海淀区,python工程师&nbsp;（实习生）,应届毕业生,本科,5k-10k,产学研结合，大牛带队
北京贝斯平云科技有限公司,Bespin,150-500人,B轮,朝阳区,Python开发工程师—监控方向,3-5年,本科,15k-30k,"五险一金,创业公司,补充医疗,带薪年假"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,Python【实习生】,应届毕业生,本科,5k-10k,高挑战，大舞台，大牛带，氛围好
北京贝斯平云科技有限公司,Bespin,150-500人,B轮,朝阳区,Python开发工程师（运维开发）,3-5年,本科,15k-30k,"五险一金,位置便利,成长空间,弹性工作"
北京易越信息技术有限公司,易越,15-50人,A轮,朝阳区,Python高级开发工程师,5-10年,本科,20k-35k,发展潜力大，公司期权
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python助教,1-3年,本科,6k-8k,"空间无限大,领导好,团队优秀,团队氛围好"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python开发工程师,3-5年,本科,20k-30k,六险一金
北京木瓜移动科技股份有限公司,木瓜移动,150-500人,B轮,海淀区,Python开发实习生,应届毕业生,本科,3k-5k,"留用机会,快速发展,团队氛围好"
乐飞天下信息技术(北京)有限公司,乐飞天下,50-150人,未融资,朝阳区,Python中高级开发工程师,5-10年,大专,15k-30k,五险一金 带薪假 海外旅游 节假福利
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,Python高级服务端开发工程师,3-5年,本科,30k-50k,"扁平化,职位空间大,薪资福利优,团队氛围好"
创新奇智（北京）科技有限公司,创新奇智,150-500人,天使轮,海淀区,高级python开发工程师,3-5年,本科,20k-40k,"发展空间大,优质团队"
百晓科技（北京）有限公司,DecentFoXStudio,少于15人,不需要融资,朝阳区,Python 软件开发工程师,1-3年,本科,15K-25K,年终奖、团建旅游、敏捷开源
深圳晶泰科技有限公司,晶泰科技,50-150人,C轮,海淀区,Python后台开发,1-3年,本科,10k-18k,"工作居住证,五险一金,带薪年假,MIT大牛"
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Java/Python（中级）,1-3年,本科,10k-20k,金融科技，牛人带队，领导好，弹性工作
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师（校招）,应届毕业生,本科,4k-8k,新锐的全球化移动电商平台
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python高级讲师,1-3年,本科,10k-20k,"五险一金,绩效奖金,周末双休,免费午餐"
美景听听（北京）科技有限公司,美景听听App,15-50人,A轮,西城区,Python高级开发工程师,3-5年,本科,15k-30k,"优秀团队,气氛活跃,扁平化管理"
北京八维研修学院,北京八维研修学院,2000人以上,未融资,海淀区,python讲师,3-5年,大专,10k-20k,五险一金，带薪年假
北京靠谱筹信息技术有限公司,靠谱投,50-150人,A轮,西城区,Python后端工程师,1-3年,本科,8k-15k,"年底双薪,期权,无猪队友,美食轰炸"
北京链家房地产经纪有限公司立水桥北路店,链家,2000人以上,不需要融资,海淀区,Python高级开发,3-5年,本科,50k-80k,"15薪,发展平台"
北京拓蛮信息科技有限公司,Tokenmania,50-150人,不需要融资,朝阳区,Python开发工程师/量化策略开发,3-5年,本科,10k-20k,六险一金 弹性办公
北京聚齐众兴网络科技有限公司,北京聚齐,15-50人,A轮,大兴区,高级Python工程师,5-10年,本科,15k-20k,"五险一金,周末双休,节日福利,员工旅游"
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python后端开发工程师,1-3年,本科,20k-30k,"交通方便,弹性时间,不加班"
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python应届毕业生,不限,本科,5k-8k,弹性工作、水果零食
北京果壳互动科技传媒有限公司,果壳网,150-500人,C轮,朝阳区,后端技术经理（Python web）,5-10年,本科,20k-40k,"三餐,七险一金,海外游,核心团队"
上海清鹤科技股份有限公司,清鹤科技,150-500人,上市公司,昌平区,资深后台开发工程师（python/C/C++),5-10年,本科,18k-30k,"老板nic,扁平化,团队活跃,年底奖金"
北京小度互娱科技有限公司,百度视频,150-500人,B轮,海淀区,Python开发实习生,应届毕业生,本科,3k-4k,团队优秀
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python研发编辑,1-3年,本科,15k-25k,"五险一金,年终奖金"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,研发专家-Java/Python/C++/Go北京,3-5年,本科,25k-50k,"顶尖的团队,核心事业群,发展前景广"
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,后端工程师（Python）,3-5年,本科,20k-35k,"五险一金,补充医疗"
北京长盛天成科技发展有限公司,长盛天成,500-2000人,不需要融资,海淀区,python web开发工程师,3-5年,本科,15k-23k,团队优秀高效，福利体系完善，工作环境舒适
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,Python后端架构师,5-10年,本科,35k-70k,"上市公司,大牛团队,福利优厚,晋升空间大"
北京推想科技有限公司,推想科技,150-500人,B轮,朝阳区,python实习生 (MJ000225),不限,本科,4k-8k,"人工智能,快速成长,弹性工作,团队牛B"
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,海淀区,Java/Python（高级）,3-5年,大专,12k-24k,"新蓝海,牛人带队,发展空间大,扁平化管理"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,编程讲师（python系统班）,1-3年,本科,15k-20k,"发展空间大,福利待遇大,扁平化管理,年底旅行"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（运维方向）,不限,本科,20k-40k,"完善的福利,团队精湛,技术挑战,上升空间大"
百度时代网络技术(北京)有限公司,百度,2000人以上,上市公司,海淀区,python开发工程师（20年毕业实习岗）,应届毕业生,本科,3k-6k,"大平台,技术氛围好,能转正"
北京云杉智达科技有限公司,云杉智达科技,15-50人,不需要融资,海淀区,Python后端开发,1-3年,本科,15k-25k,提供住宿、五险一金、晋升空间
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,Python server端工程师,1-3年,本科,20k-40k,"扁平化管理,午晚餐丰盛,团队氛围好"
北京墨云科技有限公司,墨云科技,50-150人,B轮,海淀区,Python后端开发工程师,3-5年,本科,15k-30k,"五险一金,弹性工作,餐补,带薪年假"
景星网络科技（北京）有限公司,景星科技,15-50人,未融资,朝阳区,python高级开发工程师,3-5年,本科,15k-25k,下午茶、绩效奖金、旅游、生日会、五险一金
北京棕榈创想科技有限公司,PALMAX,50-150人,A轮,海淀区,Python开发工程师（广告产品）,1-3年,本科,15k-20k,"技术新,高激励,试用期全薪"
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,后端Python开发,应届毕业生,本科,10k-15k,"大牛多,免费早晚餐,免费班车,领导好"
北京江山如画网路科技有限责任公司,江山如画网络科技,少于15人,天使轮,海淀区,Python后端开发,1-3年,本科,10k-20k,"提供住宿,晋升空间,五险一金,技术大牛带"
北京视野金服信息技术有限公司,视野金融,50-150人,A轮,海淀区,python数据处理工程师,3-5年,本科,20k-25k,期权奖励
北京高思博乐教育科技股份有限公司,高思教育集团,2000人以上,上市公司,海淀区,Python教研,1-3年,不限,15k-30k,带薪年假 节日福利 员工体检
联通大数据有限公司,联通大数据,150-500人,不需要融资,东城区,Python运维开发工程师,3-5年,本科,15k-25k,"锻炼思维,能力提升,地铁站旁,扁平化管理"
亚马逊卓越有限公司,Amazon,500-2000人,不需要融资,朝阳区,Python Developer,3-5年,本科,25k-50k,"硅谷文化,产品影响力,团队大牛"
北京市海淀区八维计算机培训学校,北京八维研修学院,2000人以上,未融资,海淀区,Python项目经理,3-5年,大专,20k-30k,五险一金，寒假，房补，饭补，节日福利
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python实习生,不限,本科,6k-12k,水果零食、弹性工作、扁平化管理
北京开课吧科技有限公司,开课吧,500-2000人,C轮,海淀区,python讲师（全职、兼职都可）,5-10年,本科,25k-45k,"弹性工作制,省外游"
北京数城未来科技有限公司,数城未来,少于15人,未融资,朝阳区,Python Web开发工程师,不限,本科,12k-20k,补充保险；有竞争力的待遇；
北京创源微致软件有限公司,创源微致,500-2000人,不需要融资,海淀区,python后端开发工程师,5-10年,本科,20k-40k,"发展前景,丰厚年终奖,五险一金,良好氛围"
北京浩泰思特科技有限公司,北京浩泰思特,15-50人,未融资,海淀区,Python高级讲师,3-5年,大专,15k-20k,"五险一金,优秀团队,晋升空间大,办公环境优"
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,游戏研发工程师 （Python）（初级）,1-3年,本科,6k-8k,给力的团队 领导好 弹性工作 免费吃喝
绫致时装（天津）有限公司,绫致时装（天津）有限公司,2000人以上,不需要融资,朝阳区,高级零售系统工程师 （Python工程师）,5-10年,本科,15k-20k,"大平台,新零售系统"
福州必全网络科技有限公司,必全网络,15-50人,天使轮,朝阳区,python程序员（实习生）,应届毕业生,本科,3k-4k,五险一金；包住宿
小叶子（北京）科技有限公司,The ONE,500-2000人,C轮,朝阳区,python实习生,不限,本科,3k-4k,"午晚餐,交通补助,弹性工作制"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,【2019校招】助理软件开发工程师（python),应届毕业生,本科,10k-14k,"午餐补助,交通 补助,通讯补助,补充医疗"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,后端开发专家（Python）,5-10年,本科,20k-30k,"平台成熟,带薪年假,餐贴补助,五险一金"
深圳点猫科技有限公司,编程猫,500-2000人,B轮,东城区,Python培训讲师,3-5年,本科,8k-15k,"弹性,提成多多,五险一金,饭补"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,04537-数据系统开发工程师(Python),1-3年,本科,20k-35k,大平台
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,python课程助教,1-3年,本科,8k-12k,地铁周边，发展空间大，福利待遇好
北京分享动力网络科技有限公司,分享动力,15-50人,不需要融资,海淀区,python后端开发工程师,1-3年,本科,10k-20k,向架构方向培养
上海上垚实业有限公司,上海上垚实业有限公司,150-500人,不需要融资,海淀区,python后端,应届毕业生,本科,25k-45k,"平台大,福利好"
北京挖优狗科技有限公司,挖优狗,少于15人,不需要融资,朝阳区,Python数据处理工程师,1-3年,本科,10k-20k,"清华团队,金融科技,成长空间大,技术先进"
北京晟程华科教育科技有限公司,尚硅谷,500-2000人,未融资,昌平区,Python讲师,3-5年,大专,30k-50k,"领导棒,发展空间大,年底分红,扁平管理"
北京优思安科技有限公司,积云教育,150-500人,A轮,昌平区,Python高级讲师,3-5年,本科,20k-30k,"五险一金,餐补,周末双休,班车接送"
中益善源（北京）科技有限公司,中益善源,50-150人,不需要融资,朝阳区,数据平台研发（Python）工程师,3-5年,本科,15k-25k,"五险一金,餐费补助,弹性工作,补充医疗"
博飞信息科技（上海）有限公司,博飞,15-50人,天使轮,朝阳区,云迁移平台Python开发高级工程师,5-10年,本科,15k-30k,"地铁附近,扁平化管理,公司氛围好,股票期权"
联通大数据有限公司,联通大数据,150-500人,不需要融资,东城区,Python高级运维开发工程师,5-10年,本科,15k-25k,"锻炼思维,偏平化管理,技能培训,地铁站旁"
北京微笑科技有限公司,微笑科技,50-150人,A轮,海淀区,Python 游戏服务端开发,1-3年,本科,20k-25k,"五险一金,零食下午茶,中晚住家饭,定期团建"
北京零点智能科技有限公司,零点智能,少于15人,A轮,海淀区,Python实习生,应届毕业生,本科,3k-4k,"区块链行业,学习机会,量化交易"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务器端开发工程师（Python/Go）,3-5年,本科,30k-45k,六险一金，弹性工作，免费三餐，租房补贴
博易智软（北京）技术股份有限公司,博易智软,150-500人,上市公司,海淀区,数据挖掘/算法工程师(R或Python）,3-5年,本科,15k-25k,"节日福利,餐补,年终奖,过节福利"
北京阿姨多多网络科技有限公司,阿姨多多,少于15人,不需要融资,昌平区,python 实习生,不限,本科,3k-5k,"初创团队,有活力,家的感觉"
成都市止于至善文化传媒有限公司,止于至善文化,15-50人,不需要融资,朝阳区,高级Python后端工程师,不限,本科,25k-50k,14-16薪
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,python助教实习生,1年以下,本科,4k-6k,"一带一帮带,独角兽行业"
合一信息技术（北京）有限公司,合一信息技术（优酷）,500-2000人,上市公司,朝阳区,高级Python后端工程师,3-5年,本科,25k-50k,"大牛多,成长快,专属福利"
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,Lead Python/Java Engineer,5-10年,本科,35k-44k,"美资互联网,技术导向,英文环境,硅谷文化"
五八到家有限公司,五八到家有限公司,2000人以上,A轮,朝阳区,运维开发(Python方向),1-3年,本科,15k-30k,福利待遇、发展前景
北京希子教育科技有限公司,希子教育,50-150人,A轮,海淀区,高级Python后端工程师,1-3年,本科,20k-30k,"氛围愉快,竞争力薪酬,弹性工作,快速成长"
北京彩亿达网络科技有限公司,彩亿达,15-50人,未融资,通州区,python少儿编程讲师,3-5年,本科,12k-24k,上升空间巨大
环球赛乐（北京）科技有限公司,赛氪,15-50人,A轮,昌平区,python讲师,3-5年,本科,10k-20k,底薪加提成
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python运维开发,3-5年,本科,15k-30k,"带薪年假,绩效奖金,年底双薪,补充医疗"
北京科达思教育科技有限公司,WeCode,15-50人,A轮,朝阳区,Python课程设计,1-3年,本科,10k-20k,"13薪,年终奖,弹性工作,氛围好"
进化时代科技（北京）有限责任公司,进化时代,少于15人,A轮,海淀区,高级Python算法工程师,应届毕业生,硕士,20k-40k,"数据驱动,人工智能,激励丰厚,七险一金"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级Python研发工程师（机器学习业务方向）,不限,本科,18k-30k,"发展好,平台大"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python测试开发工程师,3-5年,本科,15k-30k,"五险一金,年终奖金,带薪年假,节日福利"
深圳市丽晶美成商业咨询有限公司,丽晶美成,15-50人,未融资,海淀区,python后端,3-5年,本科,19k-38k,知名互联网企业
西门子（中国）有限公司,西门子（中国）,2000人以上,上市公司,朝阳区,Python Web 软件开发实习生,应届毕业生,硕士,2k-4k,"技术创新,真实项目,数据挖掘"
北京浩泰思特科技有限公司,北京浩泰思特,15-50人,未融资,海淀区,Python培训讲师,1-3年,本科,15k-30k,"五险一金,周末双休"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级Python研发工程师（机器学习业务方向）,不限,本科,20k-40k,"平台大,机会多,待遇好,发展快"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python研发工程师（机器学习方向）,3-5年,本科,18k-35k,前景无限，牛人云集，扁平管理
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,朝阳区,高级python开发（微服务中间件）,1-3年,本科,15k-30k,中间件 出国团建 带薪假 补充医疗
北京百观科技有限公司,百观Lab,15-50人,A轮,东城区,Python数据与爬虫工程师,1-3年,本科,17k-26k,"高成长空间,有挑战性,福利待遇好"
北京易商迅达科技有限公司,易商迅达,15-50人,未融资,海淀区,985/211-JAVA/Python全栈中高级,5-10年,本科,25k-50k,"发展潜力大,升值空间大,股权,产业链"
北京聪明核桃教育科技有限公司,聪明核桃教育,150-500人,A轮,海淀区,少儿编程python课程设计师,不限,不限,15k-30k,氛围好，福利好，弹性工作，无加班文化
北京网录科技有限公司,网录科技,50-150人,不需要融资,海淀区,高级软件工程师（算法/c++/go/python）,3-5年,本科,25k-50k,"五险一金,带薪假期,绩效奖金,不打卡"
北京丝路互动科技有限公司,丝路互动,50-150人,上市公司,海淀区,python工程师（爬虫）,3-5年,本科,15k-20k,周末双休 五险一金
北京量子金服网络科技有限公司,量子金服,50-150人,B轮,朝阳区,Python金融数据开发（2019年应届）,应届毕业生,硕士,3k-6k,六险一金 下午茶 团建
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,python爬虫工程师,1-3年,本科,22k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,c++/Python/Go......,3-5年,本科,30k-50k,"大牛多,成长快,六险一金,专属健身房"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,机器学习后端开发工程师（Java/Python）,3-5年,本科,18k-30k,"五险一金,福利待遇好,发展前景好,周末双休"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python测试工程师（自动化）,1-3年,本科,15k-25k,五险一金 年终奖金 带薪年假 节日福利
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,Python爬虫工程师,3-5年,本科,15k-20k,"五险一金,全勤奖,餐补,年终奖金"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,测试开发工程师（Python开发测试框架）,3-5年,本科,20k-30k,"测试开发,pytho,自动化测试,框架开发"
北京聪明核桃教育科技有限公司,聪明核桃教育,150-500人,A轮,海淀区,少儿编程python课程设计师,不限,不限,15k-30k,氛围好，福利好，弹性工作，无加班文化
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python爬虫工程师,3-5年,本科,20k-30k,"五险一金,餐补,全勤奖,年终奖金"
北京造数科技有限公司,造数,15-50人,A轮,朝阳区,Python爬虫工程师,1-3年,本科,15k-30k,"技能培训,人工智能,股票期权,团队年轻"
北京中科模识科技有限公司,模识科技,50-150人,未融资,昌平区,python爬虫工程师,1-3年,本科,6k-8k,爬虫工程师
北京艺泉科技有限公司,艺泉,15-50人,未融资,昌平区,Python/C++算法工程师,1-3年,本科,13k-26k,"五险一金,绩效奖金"
北京水滴互联科技有限公司,水滴互助,500-2000人,A轮,朝阳区,Python爬虫工程师,3-5年,本科,15k-30k,"试用期不打,年底奖金,五险一金,周末双休"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,Web全栈工程师（python）,1-3年,不限,12k-18k,"小舞台,大空间,技术氛围好"
青岛一只猫科技有限公司,一只猫科技,15-50人,未融资,朝阳区,python爬虫,3-5年,本科,20k-25k,福利待遇好，有发展前景，长期合作制。
紫梧桐（北京）资产管理有限公司,蛋壳公寓,2000人以上,B轮,东城区,Python爬虫高级工程师,5-10年,本科,20k-40k,技术大牛
重庆橙红信息科技有限公司,重庆橙红,150-500人,A轮,海淀区,后端开发工程师（Java/Python）,3-5年,硕士,25k-50k,"五险一金,福利好,发展空间大,年终奖"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,devops工程师(Python/Golang),3-5年,本科,20k-40k,"14薪,弹性工作制"
北京纳网科技有限公司,北京纳网,50-150人,未融资,海淀区,C++/Python工程师,3-5年,本科,15k-20k,"弹性工作,福利优厚,定期旅游,标准工时"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,软件开发工程师（Java/Python）,应届毕业生,本科,10k-15k,"带薪年假,培训与健身,七险一金,节日福利"
北京联盛德微电子有限责任公司,联盛德微电子,50-150人,B轮,海淀区,云平台开发工程师（java/python）,1-3年,本科,18k-36k,五险一金，弹性工作，补充医疗，节日福利，
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,Go工程师,1-3年,本科,20k-35k,互联网金融 无天花板 六险一金 期权激励
青岛一只猫科技有限公司,一只猫科技,15-50人,未融资,朝阳区,python爬虫,5-10年,本科,15k-16k,"工作时间自由
高额的回报
股份分成"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,技术专家/技术负责人（机器学习平台）,5-10年,本科,40k-60k,"大平台,核心团队,重点业务,大牛云集"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,大数据开发工程师（中高级）（python/c++）,1-3年,本科,20k-40k,带薪休假、出国旅行
明睿（北京）资本管理有限公司,明睿资本,少于15人,不需要融资,西城区,量化开发工程师（Java/C++/Python方向,1-3年,本科,20k-30k,"五险一金,补充医疗,带薪年假,绩效工资"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,配送业务研发工程师（Go/PHP）(J180809023),3-5年,硕士,30k-40k,带薪年假，补充医疗，快速发展
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,后端开发工程师（go/python/php),3-5年,本科,15k-30k,"弹性时间,资金充足"
北京可酷科技有限公司,KKcoin,50-150人,不需要融资,朝阳区,交易引擎技术总监/撮合引擎技术总监,5-10年,本科,40k-60k,"五险一金,年底双薪,带薪假期,节日福利"
掌上金服（天津）网络科技有限公司,掌上金服,15-50人,A轮,东城区,量化工程师（Java/C++/Python）,1-3年,本科,15K-30K,"钱多,要能力,有挑战,人工智能"
北京布路诺超链科技有限公司,布路诺,15-50人,不需要融资,海淀区,java/Go/C/C++/Python架构师,5-10年,本科,15k-30k,五险一金
达闼科技（北京）有限公司,达闼科技,150-500人,B轮,朝阳区,Linux高级运维工程,3-5年,本科,15k-25k,行业前沿 发展空间大
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,软件测试工程师（C++、java、python）,1-3年,本科,10k-20k,人工智能 项目奖金 半年调薪 技术大拿多
中国搜索信息科技股份有限公司,中国搜索,500-2000人,不需要融资,东城区,技术流程开发工程师,1-3年,本科,15k-25k,"国企,福利好,大平台"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,服务端开发工程师,3-5年,本科,20k-40k,"技术大牛,高性能,大后端,发展空间"
北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,后端工程师,5-10年,本科,20k-30k,"五险一金,免费午餐,团队融洽,技术超前"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,搜索架构研发实习生-搜索,不限,本科,3k-6k,免费三餐，休闲下午茶，职业大牛
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,全栈工程师（go/python/php),1-3年,本科,10k-20k,"弹性时间,资金充足"
